,ID,text,anger,disgust,fear,joy,sadness
1415,2018-Ar-00507,#اتذكر وبأسى والم وحرقة معاناة اهلنا في غزة مع هذا الحصارالذي يفرضه صهاينة العرب واسرائيل عليها # خزي وعار: على الأمة #قطر: لن تنساكم,1,1,0,0,1
3541,2018-Ar-02650,ياعم والله منمتش حلو عيال بيفرقعوا صواريخ وكل شويه اقوم,1,1,0,0,1
2719,2018-Ar-04162,@shahad_zahranix لا مو مستهدفون😂💔وماني ماشيه مع كلام احد انا مافهمتيني\nانا اقصد شي شين اني اشوف الكره يوصل لكذا\nماعاد فيه مشاعر رحمه يعني😢,0,1,0,0,1
1392,2018-Ar-01699,ايها النجم الرائع لقد اعطيتنا جميعا بهجة في حياتنا فكلما نجحت عوضتنا عن كثير من لم نستتطع تحقيقة,0,0,0,1,0
3721,2018-Ar-03549,#رامز_تحت_الأرض \nشارو أثبتلي إن حبي ليه مش من فراغ 🙈\nإنفعاله ولما ساب رامز ومشي وقاله إن كنت تريد أن تنجو بحياتك إصمت ولاتأتي ورائي 💪\nKing👑,0,0,0,1,0
877,2018-Ar-00681,آرق ملل ضجر قرف روتين سهر شو الحل ولو بدي نام حدا عندو حل بدي نام,1,0,1,0,1
1246,2018-Ar-03225,قايله بنام وبقوم خمس ونص والساعه اللحين ثلاث وربع متى انام يعني 😗,1,0,0,0,0
2472,2018-Ar-02744,@m7med_____tarek اه لازم ندخله دا هيبقي رايق صباح التفاؤل,0,0,0,1,0
3356,2018-Ar-00396,في #القلب #قلق لا يسكنه إلا الفرار إلى #الله اللهم اجعل سعادة قلوبنا في معرفتك وحبك والقرب منك,0,0,1,1,1
3030,2018-Ar-01237,@jannat_hoda ياراجل انت بتجادل وخلاص بيجبلك حقائق  تخزق عينك ولسة ما عندك حياء وبتراوغ وبتدافع عن الكدب والتزييف الله ينتقم منك ومن امثالك,1,1,0,0,0
1854,2018-Ar-00760,حسرة في قلبي لا توصف للاسف,0,0,0,0,1
1481,2018-Ar-04172,كنت متفائل في مرحله ما من حياتي لكن الأن للأسف اليأس يخيم حياتي,0,0,0,0,1
3037,2018-Ar-01636,كسم البيوت والعائلات والصحاب والدراسة والارتباط كسم اى حاجة بتعمل قيود بصفة عامه,1,1,0,0,0
736,2018-Ar-04239,لن ألجأ لمن يجعلني خائب ف ظن الحب عابس لأجل ذاكرة انت استوطنتها - يشعر بالوجع,0,1,1,0,1
3595,2018-Ar-00606,حرام عليكم لمتى نستنى رحمتكم عشان توظفونا ايش تستنو نسوي شي محرم ولا ممنوع عشان ناكل ؟؟ حسبي الله عليكم  #ظلم_معلمي_الحاسب_بالنقل,1,0,0,0,1
1490,2018-Ar-02408,مجتمع #مريض بكلمتين : الناس قالت و الناس تقول,1,1,0,0,0
1381,2018-Ar-00217,@chelsawe_10 @Atheer_CR7 ي الله انك تجعله من نصيبي ابغى افرح 😊,0,0,0,1,0
735,2018-Ar-03621,أمل حياتي\nالأغنية دي الحانها عظيمة بطريقة مبهرة والأغنية ككلمات مش لاقي فيها جمله او كوبليه او مقطع اي كلام الاغنية كلها لازم تتسحل معاها,0,0,0,1,0
2181,2018-Ar-00011,الله يجبر مصابه انهم أهل الوفاء فلا غرابه إن جزع,0,0,0,0,1
1688,2018-Ar-02847,@ZenaALObede اي زينة المسلسل قوي اذا متتحملين لا تشوفيه احسن مشاهد قوية وكل شيء بيها تحسين بغضب، بقرف، بحزن،... \nتتخبلين من هيجي شيء,1,1,0,0,1
711,2018-Ar-01338,كأنها نهاية العاااالم انو جاكيتك يكون بيعد عنك 😤💔😒,1,1,0,0,0
660,2018-Ar-01955,"ما فيه جوائز قيمه للي يقسون بالكلام ""ببشاعه"" هدو الوضع.",1,1,0,0,0
1446,2018-Ar-01735,الحمد لله اولا واخراً اشكر جميع من تعب معانا من دكاترة واحلى عميد د.عبدالله  تحياتي لكم  #فرحتي_نجاحي,0,0,0,1,0
3386,2018-Ar-01801,@Ner_mien 😄😃😂😂 بكره تعرفي مين لوحدك و بعدين وررمتهااا من الضرب يعنى 😋,1,0,0,0,0
2281,2018-Ar-02382,محتاجة كائن يشاركني اوقاتي رسم لوحة لحظة نرفزةوقت فرح او زعل حد يتحمل كل التغيرات وميسبش وقت لاي احساس بالوحدةحاجةكدة زي نفسي بس اتكلم معاها,0,0,0,0,1
288,2018-Ar-02385,جاء العيد متوشحا بذاك العلم ليقول لهم : ها هو جاءكم شهيدا قلا عيد للايتام #قسوة,0,0,0,0,1
1494,2018-Ar-02811,مرحبا انا عندي شخص عن الف شخص دايما يعوض قلبي ويخلق الفرح لروحي طالما هو معاي المخاوف تنمحي والامان يحضني عموما انا حابة الحياة فيه❤❤,0,0,0,1,0
1357,2018-Ar-04062,ربووه هذا الاعلامي النجس كنت اكرهه وكان حقير لكن نواف بن سعد يواصل تربية عديمي التربيه ومن مقر الهلال يعتذر وهو صاغر,1,1,0,0,1
2333,2018-Ar-01183,الزعل أكل قلبي وين ألقى رضا أكمل فيه الباقي من عمري,0,0,0,0,1
3435,2018-Ar-03083,#مهما كتبنا من كلمات ومهما نثرنا من #حروف على طرقات ما بفسروا كلمة #آآه تخرج من #جوى_قلبك عجب هي قهر الا #حقد الا #دمعة آسى الا #موجوع 😔,0,0,0,0,1
1946,2018-Ar-00970,هنا شوارع مكتظة بالفراغ وقلوب لا يملؤها سوى الغربة نوافذ تطل على العدم أمل يغيب مع الصباح وبؤس يشرق مع كل شوق للوطن #غربة_وطن,0,0,0,0,1
226,2018-Ar-03115,انا حانق عليهم في موضوع ريد ديد يعني نخرف التاريخ عشان خاطرهم,1,1,0,0,0
760,2018-Ar-03777,شاليه في جده الليله ب٣٠٠٠ ريال\nلييييييييييييييش ؟؟\nبحركم مويته عذبه؟\nمو كله بامبرز وصرف صحي\nسلامااااااتتت 😤😤,1,1,0,0,1
2161,2018-Ar-01456,"تخويف وادخال الرعب بقلوب الناس مو شي يضحك وتسميه ""مقلب"" يا شاطر انت وياه",1,1,0,0,1
514,2018-Ar-00650,الحمد لله الذى عافانا من مشاهدة مسلسلات رمضان ففي القلب حزن والحداد تعلنه الاحاسيس,0,0,0,0,1
2409,2018-Ar-03674,نوم من ال 7 لاسا ..اكيد الكل نام وصفيت وحيد يا ليل قاعد عم بعد اكم من مربع في بسقف ☹️😭,0,0,0,0,1
1294,2018-Ar-01151,امبارح كنت هعمل حاجة وكسلت وقولت بكره  وحاليا بحمد ربنا انى كسلت والله وياريت اكسل كده ع طول 😅,0,0,0,1,0
3133,2018-Ar-04286,@q_i64 @habash001 انا أقدر مخاوف الخائفين لكن احنا فعلاً صاير فينا صورة من صور العراق وسوريا جوع ومرض و قمع وفقر,1,0,1,0,1
2292,2018-Ar-01085,لو مهتم كنت عرفت لوحدك عموما يعني #غدر_الصحاب,0,1,0,0,1
3599,2018-Ar-00768,الدكتور الحقير ماطردني الا عن الدرس اللي يتكلم عن برشلونه 😭 😭 بموت #دموع #حزن #بكاء #اغماء #دايينق,1,0,0,0,1
3434,2018-Ar-00418,فيه #زعل جواياا #مدفون 😱 مهما #فرحت مش #بيروح 💔 🤚,0,0,0,0,1
3582,2018-Ar-01210,حقيقى انا مبقتش عارفه انا فيا ايه وليه دا كله بيحصل \nمشتته جدا جدا 🙁🙁,0,0,1,0,1
2424,2018-Ar-03324,هناك من ينتظر جمال ابتسامتك ليسعد بها قلبه فلا تبخل عليه بها #ابتسامه #ابتسامة #سعاده #سعادة #جمال #تفاؤل #ثقة_بالنفس,0,0,0,1,0
104,2018-Ar-03635,وعليك السلام وصدقت فيما قلت ولكن هذا الشخص سخر حسابة لشتم والسب في كل من ينتمي لنادي #الهلال وهذا سبب ردي عليه,1,1,0,0,0
3742,2018-Ar-02976,اراك حبيبتي عند الحب وصديقتي عند المزاح وكل البشر عندما أشعر أني وحيد لذا احبك كثيرا,0,0,0,1,0
800,2018-Ar-03583,واقسم بالله اني في حالة غضب شديد والسبب هروب السيسي وهو يحمل اسم مصر حتي لو كان انقلاب بس هذا الواقع المر,1,1,0,0,1
768,2018-Ar-03154,#كلمه_لرجل_امن_الحرم جزاهم الله كل الخير هم فخر لهذا الوطن اسأل الله لهم التوفيق وسعاده و الراحه وأن يرزقهم 💚 💚,0,0,0,1,0
2998,2018-Ar-02016,أكره الشعور بالعجز وممكن يكون كابوس، أعصب إذا فيه شيء يوجعني مو عشانه يوجعني لا، عشانه يحد من حركتي وماقدر أتحكم فيه.,1,1,0,0,1
2182,2018-Ar-00513,@KHALED_Z_KSA_24 مسلسل مدري كيف نجح وكيف الى الان ينعرض كمية من العنف والهمجيه والوصاخه \n#شباب_البومب,1,1,0,0,0
2600,2018-Ar-00087,احلى فكاهة و ضحك,0,0,0,1,0
1631,2018-Ar-04325,ربي وان باتت عين امي حزينه سخر لها الراحة اللتي تلامس قلبها كل حين وابي يالله فاوصيك بابي احفظه بعينك اللتي لاتنام وارزقه السعادة الابديه 💙,0,0,0,1,0
2696,2018-Ar-01565,سر تعلق الفتاة بأبيها : أنها ترى به حائطا زمنيا شاهقا بينها ومخاوفها وأنه الوحيد القادر على أن يعد قلبها خيرا ويفي بوعده,0,0,0,1,0
1454,2018-Ar-01088,#فرحه_قلبك_تتمثل_في فرحة حد بحبه اكيد,0,0,0,1,0
2066,2018-Ar-03982,وقت يجي الفرح #افرح حتى لو لحظة لانك ما بتعرف امتى يدق الحزن بابك اصبحنا واصبح الملك لله 🌷 😍 😊,0,0,0,1,0
2813,2018-Ar-02914,بداية حرارة ايش تنتظر روح المستشفى ولا صايبك فوبيا مستشفيات مثلي,0,0,1,0,0
828,2018-Ar-01862,أبوي وظيفته في الحياة يخلي عصر رمضان متوتر بس ننتظر متى يطاق ويقلب رمضان علينا,1,1,0,0,0
3233,2018-Ar-03148,هل انت خائف مثلي يا صديقي هل اصابك ما اصابني اجل اشعر بارتجافك بين اناملي يحق لك هذا الخوف,0,0,1,0,0
3695,2018-Ar-03000,اللهم اسعد امي و ابي بسعادهه لا نهايه لهاا💙,0,0,0,1,0
401,2018-Ar-02148,@amtarek44 سوري يعني دا تخلف. الدموع للراجل او البنت مبتكسرش\nاحنا بشر مش جماد,1,1,0,0,0
2947,2018-Ar-03842,اصعب مهمه اروح مكان مظلم عشان ادور شيء جد رعب حتى لوفيه كشاف :(,0,0,1,0,0
2031,2018-Ar-01057,ياحزني اللي ممتليئ وسط صدري.!🖤\nاذا العمر هذا أوله .. وش أخيره.؟؟\n.\n#حزني_أنيق,0,0,0,0,1
849,2018-Ar-03813,انتى بنى ادمة وسخة وشرموطة وشكلك يقرف شيليها علشان ما تعمليش ذعر للناس,1,1,0,0,0
3130,2018-Ar-00657,@maisho @6aLaLD @IFhad_0 @AviationWG شوف الي هنا وتعرف ليش النفسيه سيئه #معاناة_موظفي_الخطوط_وشركاتها,1,0,0,0,1
3310,2018-Ar-03830,#الامير_فيصل_قياده_المراه_قادمه\nقسم بالله طفشت كل مرة توعدونا ولا شفنا شيء.😒\nوالله العظيم ترى قيادة المرأة مو حرام.😡\nخايفين من أيش؟؟😠,1,0,1,0,1
1732,2018-Ar-00928,#رفض_علاج_هدا_العنزي ياربي لين متى اهمال الصحه,1,0,0,0,1
1364,2018-Ar-03824,@Yasser_Y20_Y20 @hamzah20200  انا أحب ياسر وأتمنى يحرث الملعب حرث \nللأسف ماعنده شي يضيفه غير الترزز للفلاشات \nهذا هو الواقع  😗,0,0,0,1,0
2101,2018-Ar-02252,بما ان النهارده كانت اخر ماده وحليت كويس وفرحانه وكدا فأنا محتاجه حد يكمل فرحتي وياخدني يعزمني ع الفطار 💃👏,0,0,0,1,0
537,2018-Ar-03524,كنت كائن خائف مرتجف متأهب لأي سقوط مفاجئ أما الآن فأنا أدرك أن بالقرب من أيامي ثقب كبير ثقب سوف يسحبني ببشاعة وسأقاومه,0,0,1,0,0
1759,2018-Ar-01172,الخنزير كلب المخابرات اللى خايف لاسياده يغضبوا عليه انا مش عارف انت شايف نفسك ازاى ولا لما بتقعد مع نفسك,1,1,0,0,0
2070,2018-Ar-01573,كان الحلم دوله خليجيه واحده فأصبح الحلم كابوس #كلنا_قطر #كلنا_تميم,1,0,0,0,1
1859,2018-Ar-01178,كن شاكرا ما دمت حيا واعلم بأن الدنيا أيام تدوروقل دائماالحمد لله تعش دائما في سرور اللهم اجعلنا شاكرين لنعمك راضين بقضائك متلذذين بذكرك,0,0,0,1,0
2121,2018-Ar-01586,مجرد انك تصحى وتحس ماوراك شيء أسبوع كامل شعور مريح مرره تحس بحريه وطمأنينه ☹ 💛 💛,0,0,0,1,0
578,2018-Ar-02711,الإستماع إلى # الأب أثناء # عصبيته_وصراخه ،\nمثل قراءة شروط وقوانين # مواقع_الإنترنت ..\nما # بتفهم شي ، بس # بتضغط موافق 👍😅😂😂😂😂\n#لانا,1,1,0,0,1
692,2018-Ar-03679,آسف على نفسيتي المتقلبه على غضبي المفاجئ واسف لقلبك المسكين الذي يعاني من مزاجيتي بدون ذنب منه اسف لحظك اللي أعطاك شخص سيء مثلي يحبك 😴,1,0,0,1,1
1611,2018-Ar-02632,@Als3raan1 بالتوفيق وبالرفاه والبنين ومنه المال ومنها العيال 😗,0,0,0,1,0
